Formula,Resist,Seebeck,T (K),average atomic volume,preparative route
Mg1.95Ca0.05Si,0.001037,-74.8,300.0,21.54583333,"melted, Ar"
Mg1.95Ca0.05Si,0.00115,-94.8,400.0,21.54583333,"melted, Ar"
Mg1.95Ca0.05Si,0.002554,-153.0,700.0,21.54583333,"melted, Ar"
Mg1.9Ca0.1Si,0.002117,-61.0,300.0,21.54583333,"melted, Ar"
Mg1.9Ca0.1Si,0.002141,-74.0,400.0,21.54583333,"melted, Ar"
Mg1.9Ca0.1Si,0.002751,-130.0,700.0,21.54583333,"melted, Ar"
Mg2Si,0.001218,-178.0,300.0,21.54583333,"Bridgman method, Ar-H gas"
Mg2Si,0.00173,-205.0,400.0,21.54583333,"Bridgman method, Ar-H gas"
Mg2Si,0.004125,-282.6,700.0,21.54583333,"Bridgman method, Ar-H gas"
Cu2Se,0.001,90.0,300.0,15.38416667,"melted, vacuum"
Cu2Se,0.00161,107.0,400.0,15.38416667,"melted, vacuum"
Cu2Se,0.0042,201.0,700.0,15.38416667,"melted, vacuum"
Cu2Se,0.0078,297.0,1000.0,15.38416667,"melted, vacuum"
Cu1.98Se,0.000605,62.4,300.0,15.38416667,"melted, vacuum"
Cu1.98Se,0.000719,64.2,400.0,15.38416667,"melted, vacuum"
Cu1.98Se,0.00151,129.0,700.0,15.38416667,"melted, vacuum"
Cu1.98Se,0.00325,201.5,1000.0,15.38416667,"melted, vacuum"
Ca3Co4O9,0.001971,125.5,300.0,10.864844900000001,"flux (SrCl2), air"
Ca3Co4O9,0.002172,152.0,400.0,10.864844900000001,"flux (SrCl2), air"
Ca3Co4O9,0.002313,197.0,700.0,10.864844900000001,"flux (SrCl2), air"
Ca3Co4O9,0.002271,245.0,1000.0,10.864844900000001,"flux (SrCl2), air"
Ca3Co4O9,0.01067,117.0,300.0,10.864844900000001,"solid state reaction, air"
Ca3Co4O9,0.01122,121.0,400.0,10.864844900000001,"solid state reaction, air"
Ca3Co4O9,0.009901,147.0,700.0,10.864844900000001,"solid state reaction, air"
Ca3Co4O9,0.008968,177.0,1000.0,10.864844900000001,"solid state reaction, air"
Ca2.7Na0.3Co4O9,0.00813,117.0,300.0,10.864844900000001,"solid state reaction, air"
Ca2.7Na0.3Co4O9,0.005294,125.6,400.0,10.864844900000001,"solid state reaction, air"
Ca2.7Na0.3Co4O9,0.008006000000000001,153.6,700.0,10.864844900000001,"solid state reaction, air"
Ca2.7Na0.3Co4O9,0.0072829999999999995,184.0,1000.0,10.864844900000001,"solid state reaction, air"
Ca2.7Bi0.3Co4O9,0.01035,135.4,300.0,10.864844900000001,"solid state reaction, air"
Ca2.7Bi0.3Co4O9,0.010156,140.8,400.0,10.864844900000001,"solid state reaction, air"
Ca2.7Bi0.3Co4O9,0.009095,169.0,700.0,10.864844900000001,"solid state reaction, air"
Ca2.7Bi0.3Co4O9,0.007831,196.8,1000.0,10.864844900000001,"solid state reaction, air"
Ca2.4Na0.3Bi0.3Co4O9,0.009356999999999999,132.0,300.0,10.864844900000001,"solid state reaction, air"
Ca2.4Na0.3Bi0.3Co4O9,0.009225,144.6,400.0,10.864844900000001,"solid state reaction, air"
Ca2.4Na0.3Bi0.3Co4O9,0.008503,173.0,700.0,10.864844900000001,"solid state reaction, air"
Ca2.4Na0.3Bi0.3Co4O9,0.007622,205.0,1000.0,10.864844900000001,"solid state reaction, air"
Sr0.9Y0.1TiO3,0.000878,-92.5,300.0,11.872,"solid state reaction, air"
Sr0.9Y0.1TiO3,0.001259,-119.5,400.0,11.872,"solid state reaction, air"
Sr0.9Y0.1TiO3,0.00344,-185.3,700.0,11.872,"solid state reaction, air"
Sr0.9Y0.1TiO3,0.006614,-228.0,1000.0,11.872,"solid state reaction, air"
Ba0.3Sr0.6La0.1TiO3,0.0004937,-82.2,300.0,11.872,"solid state reaction , Ar"
Ba0.3Sr0.6La0.1TiO3,0.0007633999999999999,-101.4,400.0,11.872,"solid state reaction , Ar"
Ba0.3Sr0.6La0.1TiO3,0.0027300000000000002,-163.0,700.0,11.872,"solid state reaction , Ar"
CuRhO2,0.5868,294.8,300.0,11.71333333,"solid state reaction , air"
CuRhO2,0.2193,275.3,400.0,11.71333333,"solid state reaction , air"
CuRhO2,0.1023,292.4,700.0,11.71333333,"solid state reaction , air"
CuRhO2,0.1066,317.0,1000.0,11.71333333,"solid state reaction , air"
CuRh0.99Mg0.01O2,0.1314,261.0,300.0,11.71333333,"solid state reaction , air"
CuRh0.99Mg0.01O2,0.0656,259.0,400.0,11.71333333,"solid state reaction , air"
CuRh0.99Mg0.01O2,0.0458,283.0,700.0,11.71333333,"solid state reaction , air"
CuRh0.99Mg0.01O2,0.0488,315.0,1000.0,11.71333333,"solid state reaction , air"
CuRh0.96Mg0.04O2,0.011000000000000001,174.4,300.0,11.71333333,"solid state reaction , air"
CuRh0.96Mg0.04O2,0.0112,187.8,400.0,11.71333333,"solid state reaction , air"
CuRh0.96Mg0.04O2,0.0137,232.0,700.0,11.71333333,"solid state reaction , air"
CuRh0.96Mg0.04O2,0.0171,271.0,1000.0,11.71333333,"solid state reaction , air"
CuRh0.9Mg0.1O2,0.00164,99.7,300.0,11.71333333,"solid state reaction , air"
CuRh0.9Mg0.1O2,0.00196,115.0,400.0,11.71333333,"solid state reaction , air"
CuRh0.9Mg0.1O2,0.00299,144.9,700.0,11.71333333,"solid state reaction , air"
CuRh0.6Mg0.4O2,0.004079999999999999,168.2,1000.0,11.71333333,"solid state reaction , air"
Ca3AlSb3,1.199,165.0,300.0,29.38857143,"solid state reaction, Ar"
Ca3AlSb3,0.5376,315.9,400.0,29.38857143,"solid state reaction, Ar"
Ca3AlSb3,0.2486,411.8,700.0,29.38857143,"solid state reaction, Ar"
Ca3AlSb3,0.1127,265.4,1000.0,29.38857143,"solid state reaction, Ar"
Ca2.97Na0.03AlSb3,0.0981,90.0,300.0,29.38857143,"solid state reaction, Ar"
Ca2.97Na0.03AlSb3,0.0461,164.8,400.0,29.38857143,"solid state reaction, Ar"
Ca2.97Na0.03AlSb3,0.0172,248.0,700.0,29.38857143,"solid state reaction, Ar"
Ca2.97Na0.03AlSb3,0.0172,287.5,1000.0,29.38857143,"solid state reaction, Ar"
Ca2.94Na0.06AlSb3,0.0589,81.5,300.0,29.38857143,"solid state reaction, Ar"
Ca2.94Na0.06AlSb3,0.0337,150.0,400.0,29.38857143,"solid state reaction, Ar"
Ca2.94Na0.06AlSb3,0.0138,233.0,700.0,29.38857143,"solid state reaction, Ar"
Ca2.94Na0.06AlSb3,0.0134,262.0,1000.0,29.38857143,"solid state reaction, Ar"
Ca2.85Na0.15AlSb3,0.0275,112.6,300.0,29.38857143,"solid state reaction, Ar"
Ca2.85Na0.15AlSb3,0.0187,152.0,400.0,29.38857143,"solid state reaction, Ar"
Ca2.85Na0.15AlSb3,0.0122,215.0,700.0,29.38857143,"solid state reaction, Ar"
Ca2.85Na0.15AlSb3,0.0125,243.0,1000.0,29.38857143,"solid state reaction, Ar"
Fe0.998Co0.002Si2,0.0475,-191.0,300.0,12.53979167,"arc-melted, Ar"
Fe0.998Co0.002Si2,0.026000000000000002,-183.0,400.0,12.53979167,"arc-melted, Ar"
Fe0.998Co0.002Si2,0.0123,-180.6,700.0,12.53979167,"arc-melted, Ar"
Fe0.998Co0.002Si2,0.00605,-87.3,1000.0,12.53979167,"arc-melted, Ar"
Fe0.978Co0.00196Si1.96Y0.04O0.06,0.1275,-318.0,300.0,12.53979167,"arc-melted, Ar"
Fe0.978Co0.00196Si1.96Y0.04O0.06,0.0563,-327.0,400.0,12.53979167,"arc-melted, Ar"
Fe0.978Co0.00196Si1.96Y0.04O0.06,0.024,-287.0,700.0,12.53979167,"arc-melted, Ar"
Fe0.978Co0.00196Si1.96Y0.04O0.06,0.0122,-100.8,1000.0,12.53979167,"arc-melted, Ar"
Fe0.978Co0.00196Si1.96Y0.12O0.18,0.27,-226.0,300.0,12.53979167,"arc-melted, Ar"
Fe0.978Co0.00196Si1.96Y0.12O0.18,0.1495,-227.0,400.0,12.53979167,"arc-melted, Ar"
Fe0.978Co0.00196Si1.96Y0.12O0.18,0.0518,-222.0,700.0,12.53979167,"arc-melted, Ar"
Fe0.978Co0.00196Si1.96Y0.12O0.18,0.0214,-68.0,1000.0,12.53979167,"arc-melted, Ar"
Ca5Al2Sb6,0.4571,470.0,300.0,29.64153846,"solid state reaction, Ar"
Ca5Al2Sb6,0.409,463.0,400.0,29.64153846,"solid state reaction, Ar"
Ca5Al2Sb6,0.2349,390.0,700.0,29.64153846,"solid state reaction, Ar"
Ca4.95Na0.05Al2Sb6,0.0332,193.0,300.0,29.64153846,"solid state reaction, Ar"
Ca4.95Na0.05Al2Sb6,0.0224,219.9,400.0,29.64153846,"solid state reaction, Ar"
Ca4.95Na0.05Al2Sb6,0.0181,261.7,700.0,29.64153846,"solid state reaction, Ar"
Ca4.75Na0.25Al2Sb6,0.00506,142.7,300.0,29.64153846,"solid state reaction, Ar"
Ca4.75Na0.25Al2Sb6,0.0054399999999999995,161.0,400.0,29.64153846,"solid state reaction, Ar"
Ca4.75Na0.25Al2Sb6,0.00733,200.8,700.0,29.64153846,"solid state reaction, Ar"
Ca4.75Na0.25Al2Sb6,0.00939,207.0,1000.0,29.64153846,"solid state reaction, Ar"
Fe1.98Ti0.02O3,0.887847148,-413.39,300.0,10.111,"solid state reaction, air"
Fe1.98Ti0.02O3,0.491905692,-402.83,400.0,10.111,"solid state reaction, air"
Fe1.98Ti0.02O3,0.179726815,-370.39,700.0,10.111,"solid state reaction, air"
Fe1.98Ti0.02O3,0.138108766,-371.87,1000.0,10.111,"solid state reaction, air"
Fe1.96Ti0.04O3,0.37639690299999995,-366.46,300.0,10.111,"solid state reaction, air"
Fe1.96Ti0.04O3,0.21392342,-343.86,400.0,10.111,"solid state reaction, air"
Fe1.96Ti0.04O3,0.09422584,-322.97,700.0,10.111,"solid state reaction, air"
Fe1.96Ti0.04O3,0.07209961299999999,-328.38,1000.0,10.111,"solid state reaction, air"
Fe1.94Ti0.06O3,0.41152094,-335.01,300.0,10.111,"solid state reaction, air"
Fe1.94Ti0.06O3,0.205898583,-308.72,400.0,10.111,"solid state reaction, air"
Fe1.94Ti0.06O3,0.075870807,-292.02,700.0,10.111,"solid state reaction, air"
Fe1.94Ti0.06O3,0.057563565,-294.72,1000.0,10.111,"solid state reaction, air"
Fe1.98Sn0.02O3,1.0,-427.64,300.0,10.10766667,"solid state reaction, air"
Fe1.98Sn0.02O3,0.515440005,-413.39,400.0,10.10766667,"solid state reaction, air"
Fe1.98Sn0.02O3,0.213016592,-373.83,700.0,10.10766667,"solid state reaction, air"
Fe1.98Sn0.02O3,0.162304991,-374.57,1000.0,10.10766667,"solid state reaction, air"
Fe1.96Sn0.04O3,0.46745791700000006,-364.5,300.0,10.10766667,"solid state reaction, air"
Fe1.96Sn0.04O3,0.263429643,-335.5,400.0,10.10766667,"solid state reaction, air"
Fe1.96Sn0.04O3,0.10748931800000001,-317.81,700.0,10.10766667,"solid state reaction, air"
Fe1.96Sn0.04O3,0.087288979,-323.46,1000.0,10.10766667,"solid state reaction, air"
Ba7SrAl16Si30,0.0005882390000000001,-26.52,300.0,21.69090909,"flux (Al), dynamic vacuum"
Ba7SrAl16Si30,0.0006603310000000001,-33.75,400.0,21.69090909,"flux (Al), dynamic vacuum"
Ba7SrAl16Si30,0.00087797,-53.15,700.0,21.69090909,"flux (Al), dynamic vacuum"
Ba7SrAl16Si30,0.0011173,-79.05,1000.0,21.69090909,"flux (Al), dynamic vacuum"
Nd2CuO4,2.91889,-752.2,300.0,13.52,"solid state reaction, air"
Nd2CuO4,2.1616400000000002,-618.43,400.0,13.52,"solid state reaction, air"
Nd2CuO4,0.0243757,-99.7,700.0,13.52,"solid state reaction, air"
Nd2CuO4,0.00158489,26.27,1000.0,13.52,"solid state reaction, air"
Nd2Cu0.98Ni0.02O4,0.0594173,-249.39,300.0,13.52,"solid state reaction, air"
Nd2Cu0.98Ni0.02O4,0.038248000000000004,-182.68,400.0,13.52,"solid state reaction, air"
Nd2Cu0.98Ni0.02O4,0.0216164,-98.5,700.0,13.52,"solid state reaction, air"
Nd2Cu0.98Ni0.02O4,0.0229546,-82.67,1000.0,13.52,"solid state reaction, air"
Nd2Cu0.98Zn0.02O4,0.18978499999999998,-343.22,300.0,13.52,"solid state reaction, air"
Nd2Cu0.98Zn0.02O4,0.140548,-294.38,400.0,13.52,"solid state reaction, air"
Nd2Cu0.98Zn0.02O4,0.0763148,-175.63,700.0,13.52,"solid state reaction, air"
Nd2Cu0.98Zn0.02O4,0.0371163,-63.68,1000.0,13.52,"solid state reaction, air"
La3Te3.8Sb0.2,0.00053,-45.0,300.0,31.895,"solid state reaction, Ar"
La3Te3.8Sb0.2,0.000589,-46.6,400.0,31.895,"solid state reaction, Ar"
La3Te3.8Sb0.2,0.000802,-67.6,700.0,31.895,"solid state reaction, Ar"
La3Te3.8Sb0.2,0.00103,-87.8,1000.0,31.895,"solid state reaction, Ar"
La3Te3.65Sb0.35,0.0011,-53.0,300.0,31.895,"solid state reaction, Ar"
La3Te3.65Sb0.35,0.00137,-58.0,400.0,31.895,"solid state reaction, Ar"
La3Te3.65Sb0.35,0.00187,-87.2,700.0,31.895,"solid state reaction, Ar"
La3Te3.65Sb0.35,0.00225,-117.3,1000.0,31.895,"solid state reaction, Ar"
La3Te3.35Sb0.65,0.018000000000000002,-91.0,300.0,31.895,"solid state reaction, Ar"
La3Te3.35Sb0.65,0.00135,-89.9,400.0,31.895,"solid state reaction, Ar"
La3Te3.35Sb0.65,0.007209999999999999,-159.3,700.0,31.895,"solid state reaction, Ar"
La3Te3.35Sb0.65,0.00687,-221.2,1000.0,31.895,"solid state reaction, Ar"
La3Te3.35Bi0.65,0.0071,-71.0,300.0,31.895,"solid state reaction, Ar"
La3Te3.35Bi0.65,0.00535,-69.5,400.0,31.895,"solid state reaction, Ar"
La3Te3.35Bi0.65,0.004370000000000001,-130.6,700.0,31.895,"solid state reaction, Ar"
La3Te3.35Bi0.65,0.00527,-185.2,1000.0,31.895,"solid state reaction, Ar"
La2.99Te4,0.00061,-40.87,300.0,31.895,"solid state reaction, Ar"
La2.99Te4,0.00061,-41.6,400.0,31.895,"solid state reaction, Ar"
La2.99Te4,0.000802,-57.6,700.0,31.895,"solid state reaction, Ar"
La2.99Te4,0.000974,-74.7,1000.0,31.895,"solid state reaction, Ar"
La2.74Te4,0.0027,-41.0,300.0,31.895,"solid state reaction, Ar"
La2.74Te4,0.00268,-89.0,400.0,31.895,"solid state reaction, Ar"
La2.74Te4,0.00425,-159.0,700.0,31.895,"solid state reaction, Ar"
La2.74Te4,0.00639,-215.0,1000.0,31.895,"solid state reaction, Ar"
Zn0.9975Al0.0025O,0.296735905,-210.0,300.0,11.905,"microwave solvothermal, air"
Zn0.9975Al0.0025O,0.19455252899999997,-220.0,400.0,11.905,"microwave solvothermal, air"
Zn0.9975Al0.0025O,0.065316786,-268.0,700.0,11.905,"microwave solvothermal, air"
Zn0.9975Al0.0025O,0.012271444,-316.0,1000.0,11.905,"microwave solvothermal, air"
Sr0.61Ba0.39Nb2O6,0.00282598,-92.4,300.0,13.56444444,"Czochralski method, anneal PO<sub>2</sub> 10<sup>-14</sup>"
Sr0.61Ba0.39Nb2O6,0.10502047,-186.0,300.0,13.56444444,"Czochralski method, anneal PO<sub>2</sub> 10<sup>-14</sup>"
Sr0.61Ba0.39Nb2O6,0.014613639,-194.0,400.0,13.56444444,"Czochralski method, anneal PO<sub>2</sub> 10<sup>-14</sup>"
Sr0.61Ba0.39Nb2O6,0.0014,-201.0,700.0,13.56444444,"Czochralski method, anneal PO<sub>2</sub> 10<sup>-14</sup>"
Sr0.61Ba0.39Nb2O6,0.061881188,-220.0,300.0,13.56444444,"templated grain growth, air, anneal PO<sub>2</sub> 10<sup>-14</sup>"
Sr0.61Ba0.39Nb2O6,0.016225864,-220.0,400.0,13.56444444,"templated grain growth, air, anneal PO<sub>2</sub> 10<sup>-14</sup>"
Sr0.61Ba0.39Nb2O6,0.008,-216.0,700.0,13.56444444,"templated grain growth, air, anneal PO<sub>2</sub> 10<sup>-14</sup>"
Sr4.5Nb4.5O15.5,0.00114,-19.0,300.0,14.15365385,"floating zone method, Ar"
Sr1.6La0.4Nb2O7,0.005,-107.0,300.0,13.57636364,"floating zone method, Ar"
Si0.8Ge0.2,0.001178241,120.75,300.0,21.2225,"ball milling, hot-pressed nanopowders"
Si0.8Ge0.2,0.001291918,138.43,400.0,21.2225,"ball milling, hot-pressed nanopowders"
Si0.8Ge0.2,0.001787074,191.49,700.0,21.2225,"ball milling, hot-pressed nanopowders"
Si0.8Ge0.2,0.002484145,231.64,1000.0,21.2225,"ball milling, hot-pressed nanopowders"
Pb0.96Sr0.4TeNa0.2,0.000678887,81.0,300.0,33.73,sparks plasma sintering
Pb0.96Sr0.4TeNa0.2,0.000844595,128.0,400.0,33.73,sparks plasma sintering
Pb0.96Sr0.4TeNa0.2,0.002123142,239.0,700.0,33.73,sparks plasma sintering
Pb0.96Sr0.4TeNa0.2,0.0031545740000000003,265.0,1000.0,33.73,sparks plasma sintering
Pb0.98Sr0.2TeNa0.1,0.0004095,68.0,300.0,33.73,melting
Pb0.98Sr0.2TeNa0.1,0.0007067139999999999,117.0,400.0,33.73,melting
Pb0.98Sr0.2TeNa0.1,0.003012048,263.0,700.0,33.73,melting
Pb0.98TeNa0.2,0.00041684,64.0,300.0,33.73,melting
Pb0.98TeNa0.2,0.000576037,105.0,400.0,33.73,melting
Pb0.98TeNa0.2,0.002252252,236.0,700.0,33.73,melting
W08,0.003901983,-43.647359,300.0,,SPS
W08,0.004308941,-58.451946,400.0,,SPS
W08,0.005641709,-98.148999,700.0,,SPS
W08,0.007142314,-130.77098999999998,1000.0,,SPS
CaMnO3,50.0,-462.97,400.0,10.3485,Solid state reaction
CaMnO3,50.0,-462.97,400.0,10.3485,Solid state reaction
CaMnO3,50.0,-462.97,400.0,10.3485,Solid state reaction
CaMnO3,50.0,-462.97,400.0,10.3485,Solid state reaction
Ca0.98La0.02MnO3,0.046114999999999996,-201.71,400.0,10.387,Solid state reaction
Ca0.98La0.02MnO3,0.046114999999999996,-201.71,400.0,10.387,Solid state reaction
Ca0.98La0.02MnO3,0.046114999999999996,-201.71,400.0,10.387,Solid state reaction
Ca0.98La0.02MnO3,0.046114999999999996,-201.71,400.0,10.387,Solid state reaction
Ca0.96La0.04MnO3,0.015256,-123.59,400.0,10.4245,Solid state reaction
Ca0.96La0.04MnO3,0.015256,-123.59,400.0,10.4245,Solid state reaction
Ca0.96La0.04MnO3,0.015256,-123.59,400.0,10.4245,Solid state reaction
Ca0.96La0.04MnO3,0.015256,-123.59,400.0,10.4245,Solid state reaction
Ca0.94La0.06MnO3,0.012167,-103.74,400.0,10.462,Solid state reaction
Ca0.94La0.06MnO3,0.012167,-103.74,400.0,10.462,Solid state reaction
Ca0.94La0.06MnO3,0.012167,-103.74,400.0,10.462,Solid state reaction
Ca0.94La0.06MnO3,0.012167,-103.74,400.0,10.462,Solid state reaction
Ca0.92La0.08MnO3,0.009966,-83.24,400.0,10.4965,Solid state reaction
Ca0.92La0.08MnO3,0.009966,-83.24,400.0,10.4965,Solid state reaction
Ca0.92La0.08MnO3,0.009966,-83.24,400.0,10.4965,Solid state reaction
Ca0.92La0.08MnO3,0.009966,-83.24,400.0,10.4965,Solid state reaction
Li0.0024Ni0.9976O,28.867694,294.97,400.0,9.11625,Solid state reaction
Li0.0024Ni0.9976O,28.867694,294.97,400.0,9.11625,Solid state reaction
Li0.0024Ni0.9976O,28.867694,294.97,400.0,9.11625,Solid state reaction
Li0.0066Ni0.9944O,5.086469999999999,249.37,400.0,9.11625,Solid state reaction
Li0.0066Ni0.9944O,5.086469999999999,249.37,400.0,9.11625,Solid state reaction
Li0.0066Ni0.9944O,5.086469999999999,249.37,400.0,9.11625,Solid state reaction
Li0.0184Ni0.9816O,0.064272,116.91,400.0,9.11625,Solid state reaction
Li0.0184Ni0.9816O,0.064272,116.91,400.0,9.11625,Solid state reaction
Li0.0184Ni0.9816O,0.064272,116.91,400.0,9.11625,Solid state reaction
Li0.0242Ni0.9758O,0.012343000000000002,102.59,400.0,9.11625,Solid state reaction
Li0.0242Ni0.9758O,0.012343000000000002,102.59,400.0,9.11625,Solid state reaction
Li0.0242Ni0.9758O,0.012343000000000002,102.59,400.0,9.11625,Solid state reaction
CaMnO3,2.925075,-549.12,400.0,10.3485,Solid state reaction
CaMnO3,2.925075,-549.12,400.0,10.3485,Solid state reaction
CaMnO3,2.925075,-549.12,400.0,10.3485,Solid state reaction
CaMnO3,2.925075,-549.12,400.0,10.3485,Solid state reaction
Ca0.98Bi0.02Mn0.98Nb0.02O3,0.021537,-119.21,400.0,10.3485,Solid state reaction
Ca0.98Bi0.02Mn0.98Nb0.02O3,0.021537,-119.21,400.0,10.3485,Solid state reaction
Ca0.98Bi0.02Mn0.98Nb0.02O3,0.021537,-119.21,400.0,10.3485,Solid state reaction
Ca0.98Bi0.02Mn0.98Nb0.02O3,0.021537,-119.21,400.0,10.3485,Solid state reaction
Ca0.96Bi0.04Mn0.96Nb0.04O3,0.009824,-114.15,400.0,10.3485,Solid state reaction
Ca0.96Bi0.04Mn0.96Nb0.04O3,0.009824,-114.15,400.0,10.3485,Solid state reaction
Ca0.96Bi0.04Mn0.96Nb0.04O3,0.009824,-114.15,400.0,10.3485,Solid state reaction
Ca0.9Bi0.1Mn0.9Nb0.1O3,0.009824,-114.15,400.0,10.3485,Solid state reaction
Ca0.9Bi0.1Mn0.9Nb0.1O3,0.007258,-72.44,400.0,10.3485,Solid state reaction
Ca0.9Bi0.1Mn0.9Nb0.1O3,0.007258,-72.44,400.0,10.3485,Solid state reaction
Ca0.9Bi0.1Mn0.9Nb0.1O3,0.007258,-72.44,400.0,10.3485,Solid state reaction
Ca0.9Bi0.1Mn0.9Nb0.1O3,0.007258,-72.44,400.0,10.3485,Solid state reaction
CaMn0.98Nb0.02O3,0.0215409,-203.88,400.0,10.4105,Ultrasonic Spray Pyrolysis
CaMn0.98Nb0.02O3,0.021541,-203.88,400.0,10.4105,Ultrasonic Spray Pyrolysis
CaMn0.98Nb0.02O3,0.021541,-203.88,400.0,10.4105,Ultrasonic Spray Pyrolysis
CaMn0.98Nb0.02O3,0.021541,-203.88,400.0,10.4105,Ultrasonic Spray Pyrolysis
CaMn0.98Ru0.02O3,0.018369999999999997,-153.66,400.0,10.4105,Solid state reaction
CaMn0.98Ru0.02O3,0.018366,-153.66,400.0,10.4105,Solid state reaction
CaMn0.98Ru0.02O3,0.018366,-153.66,400.0,10.4105,Solid state reaction
CaMn0.96Ru0.04O3,0.007520999999999999,-119.99,400.0,10.4105,Solid state reaction
CaMn0.96Ru0.04O3,0.007520999999999999,-119.99,400.0,10.4105,Solid state reaction
CaMn0.96Ru0.04O3,0.007520999999999999,-119.99,400.0,10.4105,Solid state reaction
CaMn0.94Ru0.06O3,0.006601999999999999,-101.6,400.0,10.4105,Solid state reaction
CaMn0.94Ru0.06O3,0.006601999999999999,-101.6,400.0,10.4105,Solid state reaction
CaMn0.94Ru0.06O3,0.006601999999999999,-101.6,400.0,10.4105,Solid state reaction
CaMn0.9Ru0.1O3,0.003956,-60.57,400.0,10.517999999999999,Solid state reaction
CaMn0.9Ru0.1O3,0.003956,-60.57,400.0,10.517999999999999,Solid state reaction
CaMn0.9Ru0.1O3,0.003956,-60.57,400.0,10.517999999999999,Solid state reaction
CaMn0.82Ru0.18O3,0.003105,-35.67,400.0,10.517999999999999,Solid state reaction
CaMn0.82Ru0.18O3,0.003105,-35.67,400.0,10.517999999999999,Solid state reaction
CaMn0.82Ru0.18O3,0.003105,-35.67,400.0,10.517999999999999,Solid state reaction
CaGd0.98Mn0.02O3,0.027541000000000003,-215.39,400.0,10.517999999999999,Co-precipitation
CaGd0.98Mn0.02O3,0.027541000000000003,-215.39,400.0,10.517999999999999,Co-precipitation
CaGd0.98Mn0.02O3,0.027541000000000003,-215.39,400.0,10.517999999999999,Co-precipitation
CaGd0.98Mn0.02O3,0.027541000000000003,-215.39,400.0,10.517999999999999,Co-precipitation
CaGd0.96Mn0.04O3,0.012874000000000002,-163.53,400.0,10.517999999999999,Co-precipitation
CaGd0.96Mn0.04O3,0.012874000000000002,-163.53,400.0,10.517999999999999,Co-precipitation
CaGd0.96Mn0.04O3,0.012874000000000002,-163.53,400.0,10.517999999999999,Co-precipitation
CaGd0.96Mn0.04O3,0.012874000000000002,-163.53,400.0,10.517999999999999,Co-precipitation
CaGd0.94Mn0.06O3,0.011351356000000002,-118.52,400.0,10.517999999999999,Co-precipitation
CaGd0.94Mn0.06O3,0.011351356000000002,-118.52,400.0,10.517999999999999,Co-precipitation
CaGd0.94Mn0.06O3,0.011351356000000002,-118.52,400.0,10.517999999999999,Co-precipitation
CaGd0.94Mn0.06O3,0.011351356000000002,-118.52,400.0,10.517999999999999,Co-precipitation
Nd1.4Bi0.6Ru2O7,0.0011769999999999999,23.09,400.0,12.53022727,Solid state reaction
Nd1.4Bi0.6Ru2O7,0.0011769999999999999,23.09,400.0,12.53022727,Solid state reaction
Nd1.4Bi0.6Ru2O7,0.0011769999999999999,23.09,400.0,12.53022727,Solid state reaction
NdBiRu2O7,0.001759,21.17,400.0,12.48545455,Solid state reaction
NdBiRu2O7,0.001759,21.17,400.0,12.48545455,Solid state reaction
NdBiRu2O7,0.001759,21.17,400.0,12.48545455,Solid state reaction
Yb1.4Bi0.6Ru2O7,0.003218,17.72,400.0,12.48545455,Solid state reaction
Yb1.4Bi0.6Ru2O7,0.003218,17.72,400.0,12.48545455,Solid state reaction
Yb1.4Bi0.6Ru2O7,0.003218,17.72,400.0,12.48545455,Solid state reaction
YbBiRu2O7,0.001693,19.3,400.0,12.48545455,Solid state reaction
YbBiRu2O7,0.001693,19.3,400.0,12.48545455,Solid state reaction
YbBiRu2O7,0.001693,19.3,400.0,12.48545455,Solid state reaction
Bi2Ru2O7,0.00049075,-1.64,400.0,12.39352273,Solid state reaction
Bi2Ru2O7,0.00049075,-1.64,400.0,12.39352273,Solid state reaction
Bi2Ru2O7,0.00049075,-1.64,400.0,12.39352273,Solid state reaction
Y0.5Bi1.5Ru2O7,0.00101116,21.46,400.0,12.27034091,Solid state reaction
Y0.5Bi1.5Ru2O7,0.00101116,21.46,400.0,12.27034091,Solid state reaction
Y0.5Bi1.5Ru2O7,0.00101116,21.46,400.0,12.27034091,Solid state reaction
YBiRu2O7,0.0019954,15.44,400.0,12.15625,Solid state reaction
YBiRu2O7,0.0019954,15.44,400.0,12.15625,Solid state reaction
YBiRu2O7,0.0019954,15.44,400.0,12.15625,Solid state reaction
Y2Ru2O7,5.732274775,270.0,400.0,11.82727273,Solid state reaction
Y2Ru2O7,5.732274775,270.0,400.0,11.82727273,Solid state reaction
Y2Ru2O7,5.732274775,270.0,400.0,11.82727273,Solid state reaction
Nd2Ru2O7,2.0,40.0,400.0,12.54875,solid state reaction
Nd2Ru2O7,2.0,40.0,400.0,12.54875,solid state reaction
Nd2Ru2O7,2.0,40.0,400.0,12.54875,solid state reaction
Nd2Ru2O7,2.0,40.0,400.0,12.54875,solid state reaction
Nd2Ru2O7,0.38,59.3,400.0,12.54875,Ultrasonic spray pyrolysis
Nd2Ru2O7,0.38,59.3,400.0,12.54875,Ultrasonic spray pyrolysis
Nd2Ru2O7,0.38,59.3,400.0,12.54875,Ultrasonic spray pyrolysis
Ca0.9Nd0.1MnO3,0.119152,-90.28,400.0,10.5465,Solid state reaction
Ca0.9Nd0.1MnO3,0.119152,-90.28,400.0,10.5465,Solid state reaction
Ca0.9Nd0.1MnO3,0.119152,-90.28,400.0,10.5465,Solid state reaction
